folder,name,count,edge,different colors,one color,transparent,inside,overlapping,dark color,open lid,issue
presorted,trial (1056).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1057).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1058).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1059).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (106).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1060).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1061).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1062).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1063).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1064).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1065).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1066).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1067).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1068).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1069).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (107).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1070).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1071).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1072).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1073).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1074).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1075).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1076).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1077).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1078).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1079).jpg,1,False,False,False,False,False,False,False,True,False
presorted,trial (108).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1080).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1081).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1082).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1083).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1084).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1085).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1086).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1087).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1088).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1089).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (109).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1090).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1091).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1092).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1093).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1094).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1095).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1096).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1097).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1098).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1099).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (11).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (110).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1100).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1101).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1102).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1103).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1104).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1105).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1106).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1107).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1108).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1109).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (111).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1110).jpg,2,False,True,False,True,False,True,False,False,False
presorted,trial (1111).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1112).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1113).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1114).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1115).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1116).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1117).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1118).jpg,2,False,True,False,True,False,True,False,False,False
presorted,trial (1119).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (112).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1120).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1121).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1122).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1123).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1124).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1125).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1126).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1127).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1128).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1129).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (113).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1130).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1131).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1132).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1133).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1134).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1135).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1136).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1137).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1138).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1139).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (114).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1140).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1141).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1142).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1143).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1144).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1145).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1146).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1147).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1148).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1149).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (115).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1150).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1151).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1152).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1153).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1154).jpg,2,False,True,False,False,False,True,False,False,False
presorted,trial (1155).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1156).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1157).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1158).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1159).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (116).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1160).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1161).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1162).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1163).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1164).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1165).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1166).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1167).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1168).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1169).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (117).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1170).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1171).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1172).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1173).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1174).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1175).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1176).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1177).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1178).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1179).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (118).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1180).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1181).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1182).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1183).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1184).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1185).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1186).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1187).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1188).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1189).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (119).jpg,2,False,True,False,False,False,True,True,False,False
presorted,trial (1190).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1191).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1192).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1193).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1194).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1195).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1196).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1197).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1198).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1199).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (12).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (120).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1200).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1201).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1202).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1203).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1204).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1205).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1206).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1207).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1208).jpg,1,False,False,False,False,False,False,False,True,False
presorted,trial (1209).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (121).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1210).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1211).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1212).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1213).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1214).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1215).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1216).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1217).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1218).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1219).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (122).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1220).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1221).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1222).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1223).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1224).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1225).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1226).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1227).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1228).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1229).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (123).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1230).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1231).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1232).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1233).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1234).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1235).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1236).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1237).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1238).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1239).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (124).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1240).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1241).jpg,2,False,True,False,False,True,True,True,False,False
presorted,trial (1242).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1243).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1244).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1245).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1246).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1247).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1248).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1249).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (125).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1250).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1251).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1252).jpg,2,False,True,False,False,True,True,False,False,False
presorted,trial (1253).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1254).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1255).jpg,2,False,True,False,False,False,True,False,False,False
presorted,trial (1256).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1257).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1258).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1259).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (126).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1260).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1261).jpg,2,False,True,False,True,False,True,False,False,False
presorted,trial (1262).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1263).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1264).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1265).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1266).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1267).jpg,1,True,False,False,True,False,False,False,False,False
presorted,trial (1268).jpg,1,True,False,False,True,False,False,False,False,False
presorted,trial (1269).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (127).jpg,2,True,True,False,False,False,False,True,False,False
presorted,trial (1270).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1271).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1272).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1273).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1274).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1275).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1276).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1277).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1278).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1279).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (128).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1280).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1281).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1282).jpg,2,False,True,False,False,True,True,False,False,False
presorted,trial (1283).jpg,2,False,True,False,False,True,True,False,False,False
presorted,trial (1284).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1285).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1286).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1287).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1288).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1289).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (129).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1290).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1291).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1292).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1293).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1294).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1295).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1296).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1297).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1298).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1299).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (13).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (130).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1300).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1301).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1302).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1303).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1304).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1305).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1306).jpg,2,False,True,False,False,True,True,False,False,False
presorted,trial (1307).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1308).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1309).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (131).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1310).jpg,2,False,True,False,True,True,False,False,False,False
presorted,trial (1311).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1312).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1313).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1314).jpg,2,False,True,False,False,False,True,False,False,False
presorted,trial (1315).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1316).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1317).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1318).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1319).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (132).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1320).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1321).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1322).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1323).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1324).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1325).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1326).jpg,2,False,True,False,False,True,True,False,False,False
presorted,trial (1327).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1328).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1329).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (133).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1330).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1331).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1332).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1333).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1334).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1335).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1336).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1337).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1338).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1339).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (134).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1340).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1341).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1342).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1343).jpg,2,False,False,True,False,False,True,False,False,False
presorted,trial (1344).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1345).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1346).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1347).jpg,3,False,True,False,True,True,True,False,False,False
presorted,trial (1348).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1349).jpg,2,False,True,False,True,False,True,False,False,False
presorted,trial (135).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1350).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1351).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1352).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1353).jpg,1,False,False,False,True,False,False,False,False,False
presorted,trial (1354).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1355).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1356).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1357).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1358).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1359).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (136).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1360).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1361).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1362).jpg,1,False,False,False,False,False,False,False,False,False
presorted,trial (1363).jpg,1,False,False,False,False,False,False,True,False,False
presorted,trial (1364).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1365).jpg,0,False,False,False,False,False,False,False,False,False
presorted,trial (1366).jpg,2,False,True,False,True,True,True,False,False,False
presorted,trial (1367).jpg,1,False,False,False,False,False,False,False,False,False
