name,count,edge,different colors,one color,transparent,inside,overlapping,dark color,open lid,synthesized
presorted/trial (729).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1571).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (991).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1403).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1018).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1524).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1260).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1593).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (917).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (972).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (889).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1570).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (558).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1522).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1589).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (994).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (891).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (126).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1582).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (761).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1569).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1598).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1592).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (203).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (937).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1439).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1025).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (885).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1135).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1017).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (610).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1197).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (134).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1188).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (876).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1575).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (4).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (87).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1019).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1321).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1611).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (950).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1022).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (927).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1453).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (961).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (220).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (709).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1510).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (462).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1200).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (479).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1386).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (601).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (166).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (995).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1505).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (869).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (721).jpg,1,0,0,0,0,0,0,1,0,0
cluttered/Anlerndaten (1044).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (760).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1454).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (79).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (431).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (916).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (720).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1538).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1476).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (848).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (192).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (851).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1380).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1062).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1591).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1329).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (803).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (18).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1043).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (416).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (110).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1602).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (410).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (616).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1012).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (281).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1025).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1395).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (362).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (943).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1040).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (436).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (303).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (100).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1027).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (214).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (796).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (951).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (19).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1308).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1431).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1585).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1521).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (625).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (186).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (234).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (354).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1124).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1477).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (794).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (560).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1685).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (49).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1700).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1462).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (738).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1452).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1435).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (238).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (467).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (120).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1002).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1309).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (73).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1440).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (998).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (511).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1573).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (882).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (664).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (881).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (426).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (536).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1291).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (753).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (969).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (864).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1590).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (57).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (798).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (579).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1595).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1523).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1562).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1236).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (420).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1020).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1336).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1552).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (337).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1565).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (629).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1484).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1547).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (143).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1292).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (790).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1695).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (936).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1421).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (990).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1174).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (219).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1342).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (217).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (765).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1391).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (553).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1543).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1481).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1082).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1149).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (841).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1315).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1496).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (1005).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (37).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (403).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (608).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (173).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1572).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1126).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1433).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (424).jpg,0,0,0,0,0,0,0,0,0,0
cluttered/Anlerndaten (772).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1324).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (17).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1381).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (1139).jpg,0,0,0,0,0,0,0,0,0,0
presorted/trial (64).jpg,0,0,0,0,0,0,0,0,0,0
