,name,label,issue,edge
52,Anlerndaten (1045).jpg,1.0,0.0,0.0
53,Anlerndaten (1046).jpg,1.0,0.0,0.0
54,Anlerndaten (1047).jpg,2.0,1.0,0.0
55,Anlerndaten (1048).jpg,0.0,0.0,0.0
56,Anlerndaten (105).jpg,1.0,0.0,0.0
57,Anlerndaten (106).jpg,2.0,0.0,0.0
58,Anlerndaten (107).jpg,1.0,0.0,0.0
59,Anlerndaten (108).jpg,2.0,0.0,0.0
60,Anlerndaten (109).jpg,3.0,0.0,0.0
61,Anlerndaten (11).jpg,2.0,1.0,0.0
62,Anlerndaten (110).jpg,0.0,0.0,0.0
63,Anlerndaten (111).jpg,1.0,0.0,0.0
64,Anlerndaten (112).jpg,2.0,0.0,0.0
65,Anlerndaten (113).jpg,1.0,0.0,0.0
66,Anlerndaten (114).jpg,1.0,0.0,0.0
67,Anlerndaten (115).jpg,2.0,1.0,0.0
68,Anlerndaten (116).jpg,1.0,0.0,0.0
69,Anlerndaten (117).jpg,1.0,0.0,0.0
70,Anlerndaten (118).jpg,1.0,0.0,0.0
71,Anlerndaten (119).jpg,1.0,0.0,0.0
72,Anlerndaten (12).jpg,1.0,0.0,0.0
73,Anlerndaten (120).jpg,0.0,0.0,0.0
74,Anlerndaten (121).jpg,0.0,0.0,0.0
75,Anlerndaten (122).jpg,1.0,0.0,0.0
76,Anlerndaten (123).jpg,1.0,0.0,0.0
77,Anlerndaten (124).jpg,2.0,0.0,0.0
78,Anlerndaten (125).jpg,1.0,0.0,0.0
79,Anlerndaten (126).jpg,1.0,0.0,0.0
80,Anlerndaten (127).jpg,1.0,0.0,0.0
81,Anlerndaten (128).jpg,1.0,0.0,0.0
82,Anlerndaten (129).jpg,2.0,0.0,0.0
83,Anlerndaten (13).jpg,1.0,1.0,0.0
84,Anlerndaten (130).jpg,1.0,0.0,0.0
85,Anlerndaten (131).jpg,3.0,0.0,0.0
86,Anlerndaten (132).jpg,1.0,0.0,0.0
87,Anlerndaten (133).jpg,0.0,0.0,0.0
88,Anlerndaten (134).jpg,0.0,0.0,0.0
89,Anlerndaten (135).jpg,1.0,0.0,0.0
90,Anlerndaten (136).jpg,0.0,0.0,0.0
91,Anlerndaten (137).jpg,1.0,0.0,0.0
92,Anlerndaten (138).jpg,2.0,0.0,0.0
93,Anlerndaten (139).jpg,2.0,0.0,0.0
94,Anlerndaten (14).jpg,1.0,0.0,0.0
95,Anlerndaten (140).jpg,2.0,0.0,0.0
96,Anlerndaten (141).jpg,2.0,0.0,0.0
97,Anlerndaten (142).jpg,1.0,0.0,0.0
98,Anlerndaten (143).jpg,0.0,0.0,0.0
99,Anlerndaten (144).jpg,2.0,0.0,0.0
100,Anlerndaten (145).jpg,2.0,0.0,0.0
101,Anlerndaten (146).jpg,3.0,0.0,0.0
102,Anlerndaten (147).jpg,1.0,0.0,0.0
103,Anlerndaten (148).jpg,1.0,0.0,0.0
104,Anlerndaten (149).jpg,1.0,0.0,0.0
105,Anlerndaten (15).jpg,2.0,1.0,0.0
106,Anlerndaten (150).jpg,1.0,0.0,0.0
107,Anlerndaten (151).jpg,1.0,0.0,0.0
108,Anlerndaten (152).jpg,2.0,0.0,0.0
109,Anlerndaten (153).jpg,1.0,0.0,0.0
110,Anlerndaten (154).jpg,1.0,0.0,0.0
111,Anlerndaten (155).jpg,1.0,0.0,0.0
112,Anlerndaten (156).jpg,2.0,0.0,0.0
113,Anlerndaten (157).jpg,1.0,0.0,0.0
114,Anlerndaten (158).jpg,1.0,0.0,0.0
115,Anlerndaten (159).jpg,1.0,0.0,0.0
116,Anlerndaten (16).jpg,1.0,0.0,0.0
117,Anlerndaten (160).jpg,1.0,0.0,0.0
118,Anlerndaten (161).jpg,2.0,1.0,0.0
119,Anlerndaten (162).jpg,1.0,0.0,0.0
120,Anlerndaten (163).jpg,1.0,1.0,0.0
121,Anlerndaten (164).jpg,3.0,0.0,0.0
122,Anlerndaten (165).jpg,2.0,0.0,0.0
123,Anlerndaten (166).jpg,1.0,0.0,0.0
124,Anlerndaten (167).jpg,1.0,0.0,0.0
125,Anlerndaten (168).jpg,2.0,1.0,0.0
126,Anlerndaten (169).jpg,2.0,1.0,0.0
127,Anlerndaten (17).jpg,0.0,0.0,0.0
128,Anlerndaten (170).jpg,2.0,1.0,0.0
129,Anlerndaten (171).jpg,1.0,0.0,0.0
130,Anlerndaten (172).jpg,1.0,0.0,0.0
131,Anlerndaten (173).jpg,0.0,0.0,0.0
132,Anlerndaten (174).jpg,2.0,1.0,0.0
133,Anlerndaten (175).jpg,2.0,0.0,0.0
134,Anlerndaten (176).jpg,1.0,0.0,0.0
135,Anlerndaten (177).jpg,1.0,0.0,0.0
136,Anlerndaten (178).jpg,1.0,0.0,0.0
137,Anlerndaten (179).jpg,1.0,0.0,0.0
138,Anlerndaten (18).jpg,0.0,0.0,0.0
139,Anlerndaten (180).jpg,3.0,1.0,0.0
140,Anlerndaten (181).jpg,1.0,0.0,0.0
141,Anlerndaten (182).jpg,1.0,0.0,0.0
142,Anlerndaten (183).jpg,3.0,1.0,0.0
143,Anlerndaten (184).jpg,1.0,0.0,0.0
144,Anlerndaten (185).jpg,2.0,0.0,0.0
145,Anlerndaten (186).jpg,2.0,0.0,0.0
146,Anlerndaten (187).jpg,1.0,0.0,0.0
147,Anlerndaten (188).jpg,1.0,0.0,0.0
148,Anlerndaten (189).jpg,1.0,0.0,0.0
149,Anlerndaten (19).jpg,0.0,0.0,0.0
150,Anlerndaten (190).jpg,1.0,0.0,0.0
151,Anlerndaten (191).jpg,1.0,0.0,0.0
152,Anlerndaten (192).jpg,1.0,0.0,0.0
153,Anlerndaten (193).jpg,1.0,0.0,0.0
154,Anlerndaten (194).jpg,1.0,0.0,0.0
155,Anlerndaten (195).jpg,1.0,0.0,0.0
156,Anlerndaten (196).jpg,1.0,0.0,0.0
157,Anlerndaten (197).jpg,1.0,0.0,0.0
158,Anlerndaten (198).jpg,1.0,0.0,0.0
159,Anlerndaten (199).jpg,4.0,1.0,0.0
160,Anlerndaten (2).jpg,1.0,0.0,0.0
161,Anlerndaten (20).jpg,1.0,0.0,0.0
162,Anlerndaten (200).jpg,4.0,0.0,0.0
163,Anlerndaten (201).jpg,1.0,0.0,0.0
164,Anlerndaten (202).jpg,3.0,0.0,0.0
165,Anlerndaten (203).jpg,0.0,0.0,0.0
166,Anlerndaten (204).jpg,2.0,0.0,0.0
167,Anlerndaten (205).jpg,1.0,0.0,0.0
168,Anlerndaten (206).jpg,1.0,0.0,0.0
169,Anlerndaten (207).jpg,2.0,1.0,0.0
170,Anlerndaten (208).jpg,1.0,0.0,0.0
171,Anlerndaten (209).jpg,1.0,0.0,0.0
172,Anlerndaten (21).jpg,2.0,1.0,0.0
173,Anlerndaten (210).jpg,3.0,0.0,0.0
174,Anlerndaten (211).jpg,1.0,0.0,0.0
175,Anlerndaten (212).jpg,2.0,0.0,0.0
176,Anlerndaten (213).jpg,1.0,0.0,0.0
177,Anlerndaten (214).jpg,2.0,0.0,0.0
178,Anlerndaten (215).jpg,2.0,0.0,0.0
179,Anlerndaten (216).jpg,1.0,0.0,0.0
180,Anlerndaten (217).jpg,2.0,0.0,0.0
181,Anlerndaten (218).jpg,2.0,1.0,0.0
182,Anlerndaten (219).jpg,1.0,0.0,0.0
183,Anlerndaten (22).jpg,1.0,0.0,0.0
184,Anlerndaten (220).jpg,1.0,0.0,0.0
185,Anlerndaten (221).jpg,1.0,0.0,0.0
186,Anlerndaten (222).jpg,1.0,0.0,0.0
187,Anlerndaten (223).jpg,1.0,0.0,0.0
188,Anlerndaten (224).jpg,1.0,0.0,0.0
189,Anlerndaten (225).jpg,1.0,0.0,0.0
190,Anlerndaten (226).jpg,3.0,0.0,0.0
191,Anlerndaten (227).jpg,1.0,0.0,0.0
192,Anlerndaten (228).jpg,3.0,0.0,0.0
193,Anlerndaten (229).jpg,3.0,0.0,0.0
194,Anlerndaten (23).jpg,1.0,1.0,0.0
195,Anlerndaten (230).jpg,2.0,0.0,0.0
196,Anlerndaten (231).jpg,4.0,1.0,0.0
197,Anlerndaten (232).jpg,1.0,0.0,0.0
198,Anlerndaten (233).jpg,3.0,0.0,0.0
199,Anlerndaten (234).jpg,0.0,0.0,0.0
200,Anlerndaten (235).jpg,3.0,0.0,0.0
201,Anlerndaten (236).jpg,1.0,0.0,0.0
202,Anlerndaten (237).jpg,1.0,0.0,0.0
203,Anlerndaten (238).jpg,1.0,0.0,0.0
204,Anlerndaten (239).jpg,1.0,0.0,0.0
205,Anlerndaten (24).jpg,1.0,0.0,0.0
206,Anlerndaten (240).jpg,3.0,1.0,0.0
207,Anlerndaten (241).jpg,1.0,0.0,0.0
208,Anlerndaten (242).jpg,1.0,0.0,0.0
209,Anlerndaten (243).jpg,0.0,0.0,0.0
210,Anlerndaten (244).jpg,3.0,0.0,0.0
211,Anlerndaten (245).jpg,1.0,0.0,0.0
212,Anlerndaten (246).jpg,2.0,0.0,0.0
213,Anlerndaten (247).jpg,1.0,0.0,0.0
214,Anlerndaten (248).jpg,3.0,1.0,0.0
215,Anlerndaten (249).jpg,1.0,0.0,0.0
216,Anlerndaten (25).jpg,1.0,0.0,0.0
217,Anlerndaten (250).jpg,1.0,0.0,0.0
218,Anlerndaten (251).jpg,1.0,0.0,0.0
219,Anlerndaten (252).jpg,1.0,0.0,0.0
220,Anlerndaten (253).jpg,1.0,0.0,0.0
221,Anlerndaten (254).jpg,1.0,0.0,0.0
222,Anlerndaten (255).jpg,2.0,1.0,0.0
223,Anlerndaten (256).jpg,1.0,0.0,0.0
224,Anlerndaten (257).jpg,2.0,0.0,0.0
225,Anlerndaten (258).jpg,1.0,0.0,0.0
226,Anlerndaten (259).jpg,1.0,0.0,0.0
227,Anlerndaten (26).jpg,1.0,0.0,0.0
228,Anlerndaten (260).jpg,1.0,0.0,0.0
229,Anlerndaten (261).jpg,1.0,0.0,0.0
230,Anlerndaten (262).jpg,1.0,0.0,0.0
231,Anlerndaten (263).jpg,2.0,0.0,0.0
232,Anlerndaten (264).jpg,2.0,0.0,0.0
233,Anlerndaten (265).jpg,1.0,0.0,0.0
234,Anlerndaten (266).jpg,2.0,1.0,0.0
235,Anlerndaten (267).jpg,1.0,0.0,0.0
236,Anlerndaten (268).jpg,1.0,0.0,0.0
237,Anlerndaten (269).jpg,1.0,0.0,0.0
238,Anlerndaten (27).jpg,3.0,0.0,0.0
239,Anlerndaten (270).jpg,1.0,0.0,0.0
240,Anlerndaten (271).jpg,1.0,0.0,0.0
241,Anlerndaten (272).jpg,1.0,0.0,0.0
242,Anlerndaten (273).jpg,2.0,0.0,0.0
243,Anlerndaten (274).jpg,2.0,0.0,0.0
244,Anlerndaten (275).jpg,2.0,0.0,0.0
245,Anlerndaten (276).jpg,2.0,0.0,0.0
246,Anlerndaten (277).jpg,2.0,0.0,0.0
247,Anlerndaten (278).jpg,1.0,0.0,0.0
248,Anlerndaten (279).jpg,2.0,1.0,0.0
249,Anlerndaten (28).jpg,3.0,0.0,0.0
250,Anlerndaten (280).jpg,2.0,0.0,0.0
251,Anlerndaten (281).jpg,0.0,0.0,0.0
252,Anlerndaten (282).jpg,2.0,0.0,0.0
253,Anlerndaten (283).jpg,1.0,0.0,0.0
254,Anlerndaten (284).jpg,1.0,0.0,0.0
255,Anlerndaten (285).jpg,2.0,0.0,0.0
256,Anlerndaten (286).jpg,1.0,1.0,0.0
257,Anlerndaten (287).jpg,3.0,0.0,0.0
258,Anlerndaten (288).jpg,1.0,0.0,0.0
259,Anlerndaten (289).jpg,1.0,0.0,0.0
260,Anlerndaten (29).jpg,1.0,0.0,0.0
261,Anlerndaten (290).jpg,3.0,0.0,1.0
262,Anlerndaten (291).jpg,0.0,0.0,0.0
263,Anlerndaten (292).jpg,1.0,0.0,0.0
264,Anlerndaten (293).jpg,3.0,0.0,0.0
265,Anlerndaten (294).jpg,2.0,1.0,0.0
266,Anlerndaten (295).jpg,1.0,0.0,0.0
267,Anlerndaten (296).jpg,2.0,0.0,0.0
268,Anlerndaten (297).jpg,3.0,1.0,0.0
269,Anlerndaten (298).jpg,2.0,1.0,0.0
270,Anlerndaten (299).jpg,2.0,1.0,0.0
271,Anlerndaten (3).jpg,1.0,0.0,0.0
272,Anlerndaten (30).jpg,2.0,0.0,0.0
273,Anlerndaten (300).jpg,0.0,0.0,0.0
274,Anlerndaten (301).jpg,4.0,1.0,0.0
275,Anlerndaten (302).jpg,3.0,0.0,0.0
276,Anlerndaten (303).jpg,0.0,0.0,0.0
277,Anlerndaten (304).jpg,1.0,0.0,0.0
278,Anlerndaten (305).jpg,2.0,0.0,0.0
279,Anlerndaten (306).jpg,2.0,0.0,0.0
280,Anlerndaten (307).jpg,1.0,0.0,0.0
281,Anlerndaten (308).jpg,1.0,0.0,0.0
282,Anlerndaten (309).jpg,2.0,0.0,0.0
283,Anlerndaten (31).jpg,1.0,0.0,0.0
284,Anlerndaten (310).jpg,1.0,0.0,0.0
285,Anlerndaten (311).jpg,1.0,0.0,0.0
286,Anlerndaten (312).jpg,2.0,0.0,0.0
287,Anlerndaten (313).jpg,1.0,0.0,0.0
288,Anlerndaten (314).jpg,2.0,0.0,0.0
289,Anlerndaten (315).jpg,1.0,0.0,0.0
290,Anlerndaten (316).jpg,1.0,0.0,0.0
291,Anlerndaten (317).jpg,1.0,0.0,0.0
292,Anlerndaten (318).jpg,1.0,1.0,0.0
293,Anlerndaten (319).jpg,1.0,0.0,0.0
294,Anlerndaten (32).jpg,1.0,0.0,0.0
295,Anlerndaten (320).jpg,1.0,0.0,0.0
296,Anlerndaten (321).jpg,1.0,0.0,0.0
297,Anlerndaten (322).jpg,2.0,0.0,0.0
298,Anlerndaten (323).jpg,1.0,0.0,0.0
299,Anlerndaten (324).jpg,1.0,0.0,0.0
300,Anlerndaten (325).jpg,1.0,0.0,0.0
301,Anlerndaten (326).jpg,1.0,0.0,0.0
302,Anlerndaten (327).jpg,1.0,0.0,0.0
303,Anlerndaten (328).jpg,1.0,0.0,0.0
304,Anlerndaten (329).jpg,2.0,0.0,0.0
305,Anlerndaten (33).jpg,2.0,1.0,0.0
306,Anlerndaten (330).jpg,1.0,0.0,0.0
307,Anlerndaten (331).jpg,2.0,0.0,0.0
308,Anlerndaten (332).jpg,2.0,0.0,0.0
309,Anlerndaten (333).jpg,2.0,0.0,0.0
310,Anlerndaten (334).jpg,1.0,0.0,0.0
311,Anlerndaten (335).jpg,2.0,0.0,0.0
312,Anlerndaten (336).jpg,1.0,0.0,0.0
313,Anlerndaten (337).jpg,2.0,0.0,0.0
314,Anlerndaten (338).jpg,1.0,0.0,0.0
315,Anlerndaten (339).jpg,1.0,0.0,0.0
316,Anlerndaten (34).jpg,1.0,0.0,0.0
317,Anlerndaten (340).jpg,2.0,0.0,0.0
318,Anlerndaten (341).jpg,1.0,0.0,0.0
319,Anlerndaten (342).jpg,1.0,0.0,0.0
320,Anlerndaten (343).jpg,2.0,0.0,0.0
321,Anlerndaten (344).jpg,1.0,0.0,0.0
322,Anlerndaten (345).jpg,1.0,0.0,0.0
323,Anlerndaten (346).jpg,1.0,0.0,0.0
324,Anlerndaten (347).jpg,1.0,0.0,0.0
325,Anlerndaten (348).jpg,1.0,0.0,0.0
326,Anlerndaten (349).jpg,1.0,0.0,0.0
327,Anlerndaten (35).jpg,1.0,0.0,0.0
328,Anlerndaten (350).jpg,1.0,1.0,0.0
329,Anlerndaten (351).jpg,1.0,0.0,0.0
330,Anlerndaten (352).jpg,4.0,1.0,0.0
331,Anlerndaten (353).jpg,1.0,0.0,0.0
332,Anlerndaten (354).jpg,1.0,0.0,0.0
333,Anlerndaten (355).jpg,1.0,0.0,0.0
334,Anlerndaten (356).jpg,1.0,0.0,0.0
335,Anlerndaten (357).jpg,1.0,0.0,0.0
336,Anlerndaten (358).jpg,2.0,0.0,0.0
337,Anlerndaten (359).jpg,1.0,0.0,0.0
338,Anlerndaten (36).jpg,3.0,0.0,0.0
339,Anlerndaten (360).jpg,1.0,0.0,0.0
340,Anlerndaten (361).jpg,1.0,0.0,0.0
341,Anlerndaten (362).jpg,0.0,0.0,0.0
342,Anlerndaten (363).jpg,1.0,0.0,0.0
343,Anlerndaten (364).jpg,2.0,0.0,0.0
344,Anlerndaten (365).jpg,2.0,0.0,0.0
345,Anlerndaten (366).jpg,1.0,0.0,0.0
346,Anlerndaten (367).jpg,1.0,0.0,0.0
347,Anlerndaten (368).jpg,2.0,0.0,0.0
348,Anlerndaten (369).jpg,1.0,1.0,0.0
349,Anlerndaten (37).jpg,0.0,0.0,0.0
350,Anlerndaten (370).jpg,1.0,0.0,0.0
351,Anlerndaten (371).jpg,1.0,0.0,0.0
352,Anlerndaten (372).jpg,1.0,0.0,0.0
353,Anlerndaten (373).jpg,1.0,0.0,0.0
354,Anlerndaten (374).jpg,1.0,0.0,0.0
355,Anlerndaten (375).jpg,1.0,0.0,0.0
356,Anlerndaten (376).jpg,1.0,0.0,0.0
357,Anlerndaten (377).jpg,1.0,0.0,0.0
358,Anlerndaten (378).jpg,2.0,0.0,0.0
359,Anlerndaten (379).jpg,1.0,0.0,0.0
360,Anlerndaten (38).jpg,4.0,0.0,0.0
361,Anlerndaten (380).jpg,2.0,0.0,0.0
362,Anlerndaten (381).jpg,1.0,0.0,0.0
363,Anlerndaten (382).jpg,5.0,0.0,0.0
364,Anlerndaten (383).jpg,5.0,1.0,0.0
365,Anlerndaten (384).jpg,2.0,0.0,0.0
366,Anlerndaten (385).jpg,2.0,0.0,0.0
367,Anlerndaten (386).jpg,1.0,0.0,0.0
368,Anlerndaten (387).jpg,3.0,1.0,0.0
369,Anlerndaten (388).jpg,1.0,0.0,0.0
370,Anlerndaten (389).jpg,1.0,0.0,0.0
371,Anlerndaten (39).jpg,1.0,0.0,0.0
372,Anlerndaten (390).jpg,1.0,0.0,0.0
373,Anlerndaten (391).jpg,3.0,0.0,0.0
374,Anlerndaten (392).jpg,2.0,0.0,0.0
375,Anlerndaten (393).jpg,4.0,0.0,0.0
376,Anlerndaten (394).jpg,1.0,0.0,0.0
377,Anlerndaten (395).jpg,1.0,0.0,0.0
378,Anlerndaten (396).jpg,1.0,0.0,0.0
379,Anlerndaten (397).jpg,2.0,0.0,0.0
380,Anlerndaten (398).jpg,2.0,1.0,0.0
381,Anlerndaten (399).jpg,1.0,0.0,0.0
382,Anlerndaten (4).jpg,2.0,0.0,0.0
383,Anlerndaten (40).jpg,2.0,0.0,0.0
384,Anlerndaten (400).jpg,1.0,0.0,0.0
385,Anlerndaten (401).jpg,1.0,0.0,0.0
386,Anlerndaten (402).jpg,4.0,0.0,0.0
387,Anlerndaten (403).jpg,0.0,0.0,0.0
388,Anlerndaten (404).jpg,1.0,0.0,0.0
389,Anlerndaten (405).jpg,2.0,0.0,0.0
390,Anlerndaten (406).jpg,2.0,0.0,0.0
391,Anlerndaten (407).jpg,1.0,0.0,0.0
392,Anlerndaten (408).jpg,1.0,0.0,0.0
393,Anlerndaten (409).jpg,1.0,0.0,0.0
394,Anlerndaten (41).jpg,1.0,0.0,0.0
395,Anlerndaten (410).jpg,1.0,0.0,0.0
396,Anlerndaten (411).jpg,1.0,0.0,0.0
397,Anlerndaten (412).jpg,1.0,0.0,0.0
398,Anlerndaten (413).jpg,2.0,0.0,0.0
399,Anlerndaten (414).jpg,1.0,0.0,0.0
400,Anlerndaten (415).jpg,2.0,1.0,0.0
401,Anlerndaten (416).jpg,0.0,0.0,0.0
402,Anlerndaten (417).jpg,2.0,0.0,0.0
403,Anlerndaten (418).jpg,3.0,1.0,0.0
404,Anlerndaten (419).jpg,1.0,0.0,0.0
405,Anlerndaten (42).jpg,1.0,0.0,0.0
406,Anlerndaten (420).jpg,0.0,0.0,0.0
407,Anlerndaten (421).jpg,1.0,0.0,0.0
408,Anlerndaten (422).jpg,1.0,0.0,0.0
409,Anlerndaten (423).jpg,2.0,0.0,1.0
410,Anlerndaten (424).jpg,0.0,0.0,0.0
411,Anlerndaten (425).jpg,1.0,0.0,0.0
412,Anlerndaten (426).jpg,1.0,0.0,0.0
413,Anlerndaten (427).jpg,2.0,1.0,0.0
414,Anlerndaten (428).jpg,4.0,1.0,0.0
415,Anlerndaten (429).jpg,2.0,0.0,0.0
416,Anlerndaten (43).jpg,1.0,0.0,0.0
417,Anlerndaten (430).jpg,1.0,0.0,0.0
418,Anlerndaten (431).jpg,0.0,0.0,0.0
419,Anlerndaten (432).jpg,1.0,0.0,0.0
420,Anlerndaten (433).jpg,1.0,0.0,0.0
421,Anlerndaten (434).jpg,1.0,0.0,0.0
422,Anlerndaten (435).jpg,2.0,1.0,0.0
423,Anlerndaten (436).jpg,2.0,0.0,0.0
424,Anlerndaten (437).jpg,1.0,0.0,0.0
425,Anlerndaten (438).jpg,1.0,0.0,0.0
426,Anlerndaten (439).jpg,1.0,0.0,0.0
427,Anlerndaten (44).jpg,1.0,0.0,0.0
428,Anlerndaten (440).jpg,1.0,0.0,0.0
429,Anlerndaten (441).jpg,1.0,0.0,0.0
430,Anlerndaten (442).jpg,2.0,0.0,0.0
431,Anlerndaten (443).jpg,1.0,0.0,0.0
432,Anlerndaten (444).jpg,1.0,0.0,0.0
433,Anlerndaten (445).jpg,1.0,0.0,0.0
434,Anlerndaten (446).jpg,1.0,0.0,0.0
435,Anlerndaten (447).jpg,2.0,0.0,0.0
436,Anlerndaten (448).jpg,1.0,0.0,0.0
437,Anlerndaten (449).jpg,1.0,0.0,0.0
438,Anlerndaten (45).jpg,0.0,0.0,0.0
439,Anlerndaten (450).jpg,1.0,0.0,0.0
440,Anlerndaten (451).jpg,2.0,0.0,0.0
441,Anlerndaten (452).jpg,1.0,0.0,0.0
442,Anlerndaten (453).jpg,1.0,0.0,0.0
443,Anlerndaten (454).jpg,1.0,0.0,0.0
444,Anlerndaten (455).jpg,2.0,1.0,0.0
445,Anlerndaten (456).jpg,3.0,1.0,0.0
446,Anlerndaten (457).jpg,1.0,0.0,0.0
447,Anlerndaten (458).jpg,3.0,1.0,0.0
448,Anlerndaten (459).jpg,2.0,1.0,0.0
449,Anlerndaten (46).jpg,1.0,0.0,0.0
450,Anlerndaten (460).jpg,3.0,1.0,0.0
451,Anlerndaten (461).jpg,0.0,0.0,0.0
452,Anlerndaten (462).jpg,1.0,0.0,0.0
453,Anlerndaten (463).jpg,1.0,0.0,0.0
454,Anlerndaten (464).jpg,3.0,0.0,0.0
455,Anlerndaten (465).jpg,3.0,0.0,0.0
456,Anlerndaten (466).jpg,1.0,0.0,0.0
457,Anlerndaten (467).jpg,0.0,0.0,0.0
458,Anlerndaten (468).jpg,1.0,0.0,0.0
459,Anlerndaten (469).jpg,1.0,0.0,0.0
460,Anlerndaten (47).jpg,2.0,0.0,0.0
461,Anlerndaten (470).jpg,1.0,0.0,0.0
462,Anlerndaten (471).jpg,1.0,0.0,0.0
463,Anlerndaten (472).jpg,2.0,0.0,0.0
464,Anlerndaten (473).jpg,1.0,0.0,0.0
465,Anlerndaten (474).jpg,1.0,0.0,0.0
466,Anlerndaten (475).jpg,1.0,0.0,0.0
467,Anlerndaten (476).jpg,2.0,0.0,0.0
468,Anlerndaten (477).jpg,1.0,0.0,0.0
469,Anlerndaten (478).jpg,1.0,0.0,0.0
470,Anlerndaten (479).jpg,1.0,0.0,0.0
471,Anlerndaten (48).jpg,1.0,0.0,0.0
472,Anlerndaten (480).jpg,1.0,0.0,0.0
473,Anlerndaten (481).jpg,1.0,1.0,0.0
474,Anlerndaten (482).jpg,1.0,0.0,0.0
475,Anlerndaten (483).jpg,2.0,0.0,0.0
476,Anlerndaten (484).jpg,1.0,0.0,0.0
477,Anlerndaten (485).jpg,1.0,0.0,0.0
478,Anlerndaten (486).jpg,2.0,0.0,0.0
479,Anlerndaten (487).jpg,3.0,0.0,0.0
480,Anlerndaten (488).jpg,1.0,0.0,0.0
481,Anlerndaten (489).jpg,1.0,1.0,0.0
482,Anlerndaten (49).jpg,0.0,0.0,0.0
483,Anlerndaten (490).jpg,1.0,0.0,0.0
484,Anlerndaten (491).jpg,1.0,0.0,0.0
485,Anlerndaten (492).jpg,1.0,0.0,0.0
486,Anlerndaten (493).jpg,1.0,0.0,0.0
487,Anlerndaten (494).jpg,1.0,0.0,0.0
488,Anlerndaten (495).jpg,1.0,0.0,0.0
489,Anlerndaten (496).jpg,1.0,0.0,0.0
490,Anlerndaten (497).jpg,1.0,0.0,0.0
491,Anlerndaten (498).jpg,1.0,0.0,0.0
492,Anlerndaten (499).jpg,2.0,0.0,0.0
493,Anlerndaten (5).jpg,2.0,0.0,0.0
494,Anlerndaten (50).jpg,1.0,0.0,0.0
495,Anlerndaten (500).jpg,5.0,1.0,0.0
496,Anlerndaten (501).jpg,1.0,0.0,0.0
